음식점,사용자명,리뷰,_merge
김과장고깃집 석계점,spe****,"석계역에서 고깃집 찾으신다면 완전 추천합니다
평일 저녁 7시인데 사람도 엄청 많았어요
인기있는 핫플이네요! 
개인적으로 직원분들이 친절해서 더 좋았어요!
고기 질도 좋습니다! 재방문의사 100000%
",right_only
김과장고깃집 석계점,조성호29,첫 회식을 김과장고깃집에서 했는데 그때 사장님의 서비스에 감동받아 두 번째 회식도 여기서 하게 됐습니다!! 이번에는 통크게 소고기를 먹어봤네요! 양도 많이 주시고 고기 질도 너무 좋아서 금액은 좀 많이 나왔지만 전혀 후회 없었습니다! 석계에 고깃집을 가고 싶으면 이제 김과장만 올 정도로 완전 빠져버렸습니다! 이번에는 내장탕도 시켜서 먹어봤는데 맛있어서 숟가락이 자꾸만 향하게 되더라고요! 탕 좋아하시면 한 번 시켜서 드셔보는 것도 나쁘지 않다는 생각이 들었습니다~~제가 워낙 고기를 좋아해서 여러 고깃집을 다녀봤는데 김과장만큼 좋은 질의 고기를 사용하는 식당은 손에 꼽을 정도다 라고 생각이 들정도로 맛집입니다!! 정말 강추합니다~ 제가 원래 리뷰 잘 안쓰는데 쓰고 싶어질 정도로 맛집입니다!! 사장님 번창하세요!,right_only
김과장고깃집 석계점,차차럭스네,가성비 좋은 고깃집 찾았는데 여기가 정말 가성비 좋은거같아요 ! 세트메뉴도 저렴하고 삼겹살 목살 200g인데 11000원이라 완전 가성비 좋더라고요 와규세트 먹었는데 양도 많고 엄청 푸짐한데다가 고기 맛도 질도 좋아서 솔직히 좀 놀랐어요 (사장님 남는게 있으신가...?)ㅎㅎ 집근처라 여기 찐 단골될거같아요 사장님도 엄청 친절하셔서 너무 좋았고 아이데리려갔더니 아기수저세트 준비해주시고 감사했어요 ^^ 엄마들은 이런부분 감동이에요 ~♡,right_only
김과장고깃집 석계점,Rb16,사장님이랑 직원분들 다 짱 친절하시구 고기 넘 맛나요❤️❤️ 근처에 고기먹으러 오면 또오고싶어요!!,right_only
김과장고깃집 석계점,여기가 바로,"지나다니면서 웨이팅이 있는거 같아 일찍 갔더니 바로 먹을 수 있었어요~푸짐하고, 고기질도 좋고 친절해서 자주 이용 할 것 같아요~",right_only
김과장고깃집 석계점,hgtrf66,"분위기 너무좋고 고기양 진짜 많아요!👍👍
고기도 두툼하고 깔끔한 맛에 기본으로 나오는 된장죽도 너무 맛있어요😍
밥도 두 공기같은 한 공기라서 배터지게 먹고갑니다! 마지막에 깍두기볶음밥에 치즈무료라 더 좋아요! 리뷰이벤트로 음료수까지 감사합니다~😚😚
직원분도 너무 친절하시고 재밌고 다음에 또 올게요!🤗🤗",right_only
김과장고깃집 석계점,뀨뀨뀨뀨뀨뀨뀨뀨,"여러번 왔는데 올 때마다 역시 김과장 진짜 맛있어요👍🏻👍🏻👍🏻👍🏻
삼겹살도 껍데기도 뽈살도 모두 존맛!!!!ㅜㅜ",right_only
김과장고깃집 석계점,이가은508,먹다가 찍었는데 맛있어요~,right_only
김과장고깃집 석계점,옥자3424,"좋아하는 동네 고깃집이요!
소고기랑 돼지고기를 한판에 먹을 수 있어 너무 좋아요!
된장술밥도, 막국수도, 깍두볶음밥도
사이드도 너무 맛나잖아요!
고기 질도 좋고 자주 방문하는 곳이에요",right_only
김과장고깃집 석계점,쏘쏘1,삼겹살에 볶음밥 먹으러 오랜만에 재방문 했어요 여전히 맛있네요 날씨가 풀려서 그런지 웨이팅 꽤 있더라구요 웨이팅 20분 정도 하고 먹었는데 기다릴 맛입니다 재방문이라 그런지 20분이 기대가 되서 짧게 느껴져요 후회 안 할 정도로 맛있게 먹었어요 곧 개강시즌이라 그런지 학생들도 많고 나이대가 다양한 맛집인 거 같네요 석계역 삼겹살은 역시 김과장입니다 ,right_only
김과장고깃집 석계점,콘지콘지,"벌써 네번째 방문이에요!! 
너무 마싯어서 가족들 데리고 방문했어요 
고기 양도 많고 직원분들 넘 친절하셔서 올때마다 기분좋아요~☺️👍🏻",right_only
김과장고깃집 석계점,skf****,항상 오는 고깃집이에요 너무 맛있어요! 양도 많고 친절하셔서 좋아요!! 다음에 또 올게요,right_only
김과장고깃집 석계점,우아와와옹,"맛있다 
오늘은 웨이팅을 했는데, 우리동네에 웨이팅해서 먹는 고깃집이라니 🫢🫢
맛있고 즐거운 식사였다 
직원분들도 너뮤 친절하시고 굳 !!! ㅎ",right_only
김과장고깃집 석계점,dlt****,"김과장 제 최애 삼겹살 집이예요!!!
삼겹살 1인분이 11000원 가성비 실환가요?
와규등심도 너무 맛있어요🥹
고기 퀄리티도 너무 좋고 사장님도 친절하셔서
기분 좋게 식사했습니다!!
석계에서 탑티어 김과장고깃집 최고예요❤️",right_only
김과장고깃집 석계점,송주영168,"남자친구랑 자주오는데 올때마다 만족해요!!
마싯서요 ",right_only
김과장고깃집 석계점,폴라폴라폴라,최근 갔던 고기집들중에 제ㅔㅔㅔ일 맛있었습니다 진짜 🤦🏻‍♀️ 단골집 저장이에요.. 껍데기모듬 했는데 고기 질도 좋고 양도 많고 막국수 꼭 드세요 진짜 특색있게 맛있어요 처음먹어본맛!!! 껍데기도 최곱니다.. 양념 적절히 배어있음 술부르는맛 ㅠㅠ 차가져온게 한이에요 다음엔 차놓고와서 꼭 맥주도 같이 해야겠어요🐷🐷,right_only
김과장고깃집 석계점,송Ol,퇴근 후 저녁으로 소고기 돼지고기 둘다 먹고 싶어서 픽했는데 성공적이였어욤👏🏻 반찬 구성도 좋고 된장찌개 밥으로 느끼할 틈도 없었네용ㅋㅋ 4번 세트 삼겹+목살+꽃갈비살 먹었는데 구성도 좋고 고기 잡내 1도 없고 추가로 항정살도 정말 맛있게 잘 먹었습니다😍💕 입가심으로 볶음밥 필수입니당👏🏻👏🏻👏🏻 치츠 추가 꼭 하세용🫶🏻🫶🏻 잘먹었습니다❣️ 또 올께용🔥🔥🔥,right_only
김과장고깃집 석계점,Sss2210,고기 가성비 좋아요! 맛있게 잘 먹었습니다!! 재방문의사 완전 있어요👍🏻👍🏻,right_only
김과장고깃집 석계점,bmj58877,요즘 먹은 고기집중에 최고네여ㅎㅎ 고기랑 김치 다 맛있어요..!!,right_only
김과장고깃집 석계점,박잰니,"김치 구울 수 있어서 좋아요~!!!
된장밥 기본으로 나오고
공기밥 추가해서 먹었는데 양 많아요
고기도 맛있고 직원분들도 친절해요
잘 먹었습니다~",right_only
김과장고깃집 석계점,bmy0316,돼지스페셜모금 반반인데 맛잇어요 ㅎㅎㅎ추천합니당!! 콩나물이랑 김치도 있어서 좋아오,right_only
김과장고깃집 석계점,홍건의23,너무나 맛있는 맛집이에요 두번째 재방문입니다 명이나물과 잘 어울립니다,right_only
김과장고깃집 석계점,쏘쏘1,"이 한파 날씨를 뚫고 석계역 고깃집 베스트 맛집을 또 찾아왔어요. 어김없이 반갑게 맞아주시는 사장님과 직원들께 감동받아요ㅠㅠ 고깃집은 고기가 제일 중요한데 항상 좋은 부위로 주시려 하셔서 올 때마다 더 맛있어지는 것 같아요. 그리고 신기한 게 반찬, 찌개 리필이 필요할 때 센스있게 바로 챙겨주세요 어떻게 아시는 거죠?(우왕)",right_only
김과장고깃집 석계점,bje****,친구집 근처 맛집을 찾다가 삼겹살을 워낙좋아해서 찯은집이에요 혹시나 해서 예약하고 갔는데 반찬이랑 다세팅 해놓으셨어요👍🏻고기 넘맛있고 담에또 먹으러갈려구용!!,right_only
김과장고깃집 석계점,규디이,"고기가 1인분에 200g인 집은 오랜만에 보네요
게다가 1인분에 11,000이라는 갓성비입니다!.
기본찬 명이나물 파채 김치 콩나물도 넘 기똥차고
미나리 구워먹는 것도 맘에들어요 ㅎㅎㅎ

마무리로 막국수 먹었는데
이것도 상콤하니 별미네요!!

사장님 넘 친절하시고 맛도 좋아서
왜 사람많은지 알 것 같은 집입니다><",right_only
김과장고깃집 석계점,냠냐밍냠,개맛도리 오늘 처음 껍데기 먹어봤는데 넘 맛있어여 일주일 출석도장 꼬박꼬박 찍고 있네요 ㅎㅎ !!!!! 신메뉴 관자 추가 했는데 버터랑 같이 주셔서 버터 + 고기기름 + 관자 = 필수 먹어봐야함! 이 주변에 관자 파는 곳 별로 못 봤는데 진짜 너무너무너무너무너무 맛있어요!! 나름 매장에 특색이 생긴 기분이네욬ㅋㅋㅋ 관자 저번에도 먹었지만 바아아싹 익혀 먹어야 맛있습니다! 진짜 넘 맛있더라구요 ㅌㅋㅋ그리고 바질?? 그거 많이 뿌려달라했는데! 늘 먹지만 넘 맛있어요 고급진맛??🥴 된찌 청양고추도 맛있고 ~ 흠없는 맛집입니다 🤩🤩 고향 친구랑 왔는데 둘 다 너무 만족하고 돌아가네요 😇😇😇 가성비 고기질까지 다 잡아서 최고네요!! 명이나물 소스에 고기도~ 소금에 참기름도 너무 맛있어요 단골 히든 찾아가는 집 굿굿 ,right_only
김과장고깃집 석계점,양월콤비,사장님 친절하시고 정말 맛있어요,right_only
김과장고깃집 석계점,빙봉쓰,"벌써 세번째 방문이에용!
진꽃모듬한판 (와규등심 + 살치살 + 진꽃갈비살)
먹었는데 역시 여기가 근본인거 같네요
항상 갈때마다 맛이 기본치 이상이라 
기대를 또 안 할 수가 업ㄱ네요ㅜㅜ!
석계 사시는분들 여기 맛집으로 정착하세요
석계사시는데 여기에 안와봤다? 
그냥 오세요 ㄹㅇ감탄밖에 안나옵니다
그리고 사이드들도 그렇게 맛있습니다
껍데기 + 막국수 조합 꼭 드셔 보세여
고기먹고 후식으로 깔끔하게 먹으면 끝장 납니다
원래 웨이팅 없이 들어왔는데 주말이라 웨이팅 30분
기다렸다 들어왔습니다 
하지만 김과장고깃집 석계점은 웨이팅 하고 들어와도 
후회없을 맛집임니다!


",right_only
김과장고깃집 석계점,ㅇㅇ1982,한우 차돌 삼합 맛있게 먹고가요~ 맛이 넘 깔끔하고 버터에 구운 관자가 일품이었습니다 ㅎㅎ 차돌은 말할 것도 없이 너무 맛있었고요!!,right_only
김과장고깃집 석계점,sic****,맛있게 잘 먹었습니다💕💕,right_only
김과장고깃집 석계점,par****,"기다린 보람  있네요 

맛나요",right_only
김과장고깃집 석계점,뿅뿅프린세스,"역에서도 가깝고 넓직해서 편안하게 식사할수 있었어요
고기질도 좋았고 육즙도 풍부해서 입이 즐거운 시간이였네요
김치도 아삭하니 맛있었고 볶음밥도 구수해서 제대로 잘먹고 왔어요~~",right_only
김과장고깃집 석계점,gPwls25,우선 가성비 갑입니다!! 요즘 돼지고기 200그램에 18000원을 기본으로 생각하고 갔는데 600그램에 32000원이라는 저렴한 가격으로 먹고왔습니당~~ 막국수 면발도 너무 쫄깃하고 궁합이 좋았습니다ㅜㅜ,right_only
김과장고깃집 석계점,yoyo8513,"진짜 고기질도좋고 가격도착하고 너무 만족합니다
무엇보다 직원분들 모두 한분한분 친절하셔서 더 기분좋게 맛있게 먹었습니다!! 피크타임엔 무조건 예약하고 와야할듯합니다 워낙 사람이 많아서!!👍🏻",right_only
김과장고깃집 석계점,도라에몽3335,"처음 왔는데 양도 푸짐하고 고기 질도 좋아요!!!
다음에도 또 올 것 같습니다!",right_only
김과장고깃집 석계점,멋지다 유철C,"석계역에서 한잔할때 부담없이 들리는 맛집입니다
사장님 좋아요",right_only
김과장고깃집 석계점,EMA80,"사장님 및 직원 다 친절하셨고 고기도 냄새 전혀없이 맛있었어요... 껍데기도 저희가 불 조절을 못해서 살짝 태우긴 했는데 넘 맛있었어요.... 

고기 다 먹은 후 주문한 볶음밥에 치즈까지 올려주셔서 넘 맛있게 배터지게 먹었습니다.
외국인 친구랑 같이 갔는데 너무 잘 먹었어요.",right_only
김과장고깃집 석계점,신속다람,"야들야들하니 고기 맛나고, 양두둑해서 오늘은 다이어트 쉬는날~ 사장님이 알려주신대로 김치, 콩나물 위에 삼겹살을 올리니 기름에 지글지글 이거야 말로 최고에 조합이자나요😊😊😊 주차 공간도 편리하고, 화장실도 깨끗해용. 직원분들이 음식바로바로 채워주시구요. 부사장님 자리에 앉아서 먹어서 그런가 더 맛낫습니다 석계역 맛집으로 추천!",right_only
김과장고깃집 석계점,비홍쓰,"고기 질도 좋고 맛있어요!
삼만원에 다양하게 그리고 배부르게 먹을 수 있어서 좋습니당 ㅎㅎ 소고기랑 돼지고기 같이 있어서 더 좋은 것 같아요 담에 오면 소와돼지만나 세트도 먹어보려구요 ",right_only
김과장고깃집 석계점,tyg****,저렴하게 너무 잘먹고 왔어요 ㅎㅎ 특히 껍데기가 짭잘고소한게 너무 맛있네용 ,right_only
김과장고깃집 석계점,Tklee83,"친구와 평일 저녁에 방문했습니다.
고기가 질이 좋고 가격도 괜찮아서 너무 만족스러웠어요^-^
함께 나오는 된장술밥도 별미입니다~
마무리로 볶음밥에 치즈사리를 서비스로 뿌려주셔서 맛있게 먹었답니다! 사장님과 알바분들도 다들 친절하시고 고기도 맛있고 최고에요!",right_only
김과장고깃집 석계점,gs****,소고기와 돼지고기를 가성비 있게 동시에 즐길수있다는 장점이있습니다. 단체모임하기 좋을것같아요,right_only
김과장고깃집 석계점,아이쿠웅,"나만몰랐던 핫플인가봐요! 사람엄청많고 웨이팅도있는 찐맛집이에요!
고기도두툼하고 맛있고 사장님과 알바분들 모두 친절해서 맛있게이용했습니다 🥹가성비최고에요!!


*체험권을 이용받아 솔직하게 작성한 후기입니다",right_only
김과장고깃집 석계점,아이스3124,존맛이었어요!!!!!,right_only
